dataset/Cou001_The same as you..wav|同じで
dataset/Lda058_I can’t win this by myself..wav|私だけじゃ勝てない
dataset/Lda057_It feels good to be able to do things others can’t do..wav|他人ができないことをできるのは気持ちがいい
dataset/Lda057_What if I got the wrong person’s data or identification...I don’t want to ever do this again..wav|全然違う人のIDで、しかも別の持ち主のデータだったら、もう二度とこんなことをするのはやめよう。
dataset/Lda058_But what if whoever took my diary has the diary’s back-up information, too?.wav|でも相手が私の日記のバックアップをとっていたら?
dataset/Lda058_I stopped it, but over 20 people have already read it..wav|削除したけど、もう20人ぐらいの人が読んでいた。
dataset/Lda053_It’s not something I’m supposed to do, but I feel like a detective, and it’s a bit fun..wav|ホストのログがまだ消えてなければ追跡できるかもしれないんだって 本当はいけないことなんだけど なんだか探偵みたいでドキドキする
dataset/Lda058_I wonder what will help..wav|でもなんとかなるかな
dataset/Lda058_I think I’ll avoid the net for a while..wav|しばらくネットにつながらないようにして
dataset/Lda058_I want to see what’s going on, but my diary might be on someone’s site, being reproduced right now..wav|様子を見たいけど、こうしている間にもどこかのサイトにコピーされている。
dataset/Lda058_I’m so mad..wav|悔しい
dataset/Lda058_I’m going to send an information-deleting engine into the net..wav|検索エンジンと削除するロボットを 今日中に作ってネットに流そう
dataset/Lda058_It’s horrible, but I can’t do anything about it..wav|ひどい。でも、仕方ない。
dataset/Lda058_I’m sure the person who took my diary is that gross guy..wav|きっとあんな変な人だから
dataset/Lda058_So this is what I amount to..wav|やっぱり私の力ってこんなもの
dataset/Lda058_It’s been copied and displayed on an FTP site with a vulgar title..wav|コピーされてFTPサイトにいやらしいタイトルを付けられて公開されていた
dataset/Lda058_Other people can do what I can do..wav|そうだよね。私ができることぐらい、向こうもできるもんね。
dataset/Lda058_Someone’s been reading my diary..wav|私の日記が読まれている
dataset/Lda058_Why did this all happen?.wav|なんでこんなことになっちゃったんだろう
dataset/Lda059_But what am I?.wav|でも、そういう私は?
dataset/Lda058_I know..wav|かもしれない
dataset/Lda060_Did that strange person know Mr. Rabbit?.wav|あの変な人がうさぎさんの知り合いだって
dataset/Lda060_I want revenge..wav|絶対復習したい
dataset/Lda060_I’m not going to cry myself to sleep..wav|泣き寝入りなんてしたくない
dataset/Lda060_He said, "Leave it to me, and forget about it." Oh, I’m mad..wav|僕に任せて一切忘れてくれ だって悔しい
dataset/Lda060_The things I don’t like..wav|嫌なこと
dataset/Lda060_The me I don’t like..wav|嫌な私
dataset/Lda060_Can I do something magical like that?.wav|そんな魔法みたいなことできるの?
dataset/Lda061_I don’t care if I’m sick or not..wav|病気でも病気じゃなくても構わない
dataset/Lda060_I don’t understand anymore..wav|よくわかんなくなっちゃった
dataset/Lda061_I saw it again for the first time in a long while..wav|久しぶりにまたあれが見えた
dataset/Lda061_Is there something wrong with my mind?.wav|それとも私の頭はどこかおかしいの
dataset/Lda061_I’m going to be different this time for sure..wav|今度こそ私は変わる
dataset/Lda061_I’m going to be an ordinary, light-hearted junior high school student..wav|楽しくて普通の中学生で部活なんてしちゃったり
dataset/Lda061_Mom and Dad were talking on the phone..wav|お母さんがお父さんと電話で話していた。
dataset/Lda061_Is it an illusion?.wav|自己幻想死
dataset/Lda059_Are the people who enjoy doing horrible things and hurting people really human beings like me?.wav|ひどいことや気持ちの悪くなることを楽しむ人って 本当に私と同じ人間なのかな?
dataset/Lda061_School will start soon..wav|入学式が近づいてきた
dataset/Lda061_That’s okay. You can both relax and not worry..wav|大丈夫だよ。安心してね、二人とも。
dataset/Lda058_I think I’ll consult Mr. Rabbit..wav|うさぎさんに相談しようかな
dataset/Lda062_Could it be pyorrhea?.wav|思想能力かな
dataset/Lda061_Were they worried about me?.wav|私のことが心配?
dataset/Lda060_I want to forget everything I want to forget..wav|忘れたいことを全部忘れたい
dataset/Lda062_I can taste my blood..wav|血の味が口に広がる
dataset/Lda062_I started bleeding when I was brushing my teeth..wav|歯磨きしてたら血が出てきた
dataset/Lda062_I think I won’t stop bleeding and that I won’t be able to fall asleep..wav|血が止まらなくて、なかなか寝れそうもない。
dataset/Lda062_Is it because I’m uneasy about starting junior high school tomorrow?.wav|それと明日の入学式が不安だから ちょっと嫌な感じ
dataset/Lda062_It’s a bit bitter and I don’t like it..wav|ちょっぴり苦くて嫌な味
dataset/Lda063_I’m different. I’m a different me..wav|私は違うの もう違う私なの
dataset/Lda064_I was assigned to a seat..wav|出席番号12席が決められちゃったけど
dataset/Lda062_My teeth were always so healthy..wav|昔から歯は丈夫だったのに
dataset/Lda061_I hope I don’t have many of the same classmates I had in elementary school..wav|あんまり同じクラスの子がいませんように
dataset/Lda064_It’s great to meet you, Misato-chan!.wav|ミサトちゃんこれからよろしくね
dataset/Lda064_I was relieved..wav|ほっとした
dataset/Lda064_None of the kids from grade school were in my class..wav|クラスにも小学校で同じクラスの子もいなくても
dataset/Lda064_Mom came to the ceremony for the start of the school year..wav|入学式にお母さんが来てくれて嬉しかった
dataset/Lda064_There’s a different feel here compared to grade school..wav|クラスのほとんどはなんか違う
dataset/Lda064_She’s quiet, but that’s the kind of person that’s easy for me to be around..wav|もの静かな人だったけど、私にはそういう人が付き合いやすい。
dataset/Lda038_She’s another me..wav|もう一人の自分
dataset/Lda065_I feel like everything will go great now..wav|なんだかこれで何もかもうまくいく気がする
dataset/Lda064_The teacher in charge was a nice person, and I made some friends..wav|他人の先生も優しそうな先生だし、友達もできた。
dataset/Lda065_As long as I have one friend, I’m okay. Dad, I hope you come home soon!.wav|私には一人友達がいれば大丈夫 あ、お父さん早く帰ってこないかな?
dataset/Lda066_I didn’t tell her that I’m into computers, though..wav|私は言わなかった
dataset/Lda066_I wanted to keep things having to do with me and the net a secret..wav|なんだかネットのことは秘密にしておきたかったの
dataset/Lda066_I think I’m more into liberal arts..wav|私は運動はやっぱりダメだから文化系かな
dataset/Lda066_Misato-chan has been playing the violin since she was very young..wav|ミサトちゃんはバイオリンを子供の頃からやってて
dataset/Lda066_She’s good at physical education, though I’m not..wav|みさとちゃんは運動が得意みたいだけど
dataset/Lda066_She’s good with computers, too..wav|パソコンもやってるみたいだったけど
dataset/Lda066_On the net, I can be the sort of me that isn’t so careful..wav|だってネットでは気を使わない自分でいたいから やっぱり部活はバラバラになりそうかな?
dataset/Lda066_Today I did a lot of things with Misato-chan..wav|今日はみさとちゃんと色々な部活を見学した
dataset/Lda067_I talked about Misato-chan through the whole session..wav|ミサトちゃんのことばっかり話し合った
dataset/Lda066_She’s even been in competitions..wav|コンクールとかも出ていたらしい
dataset/Lda067_I think she’s good at physical education..wav|運動とか得意そうだもんね
dataset/Lda067_I told Touko-san all about it..wav|トウコさんのところに行って報告してきた
dataset/Lda067_I wonder what Touko-san did for her extracurricular activities..wav|そういえばトウコさんは部活何やってたんだろう
